gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,Updated_Gene_Names,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
PROX2,7.55e-10,prospero homeobox 2,--+,Missing_P_Values,Not_Available,0.551049509468401,0.121606205795117,-,0.243,0.13234417444057,0.0357,0.56,65.4,1,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,PROX2,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
MARK3,2.68e-07,microtubule affinity regulating kinase 3,++-,+---+-,+-+-,0.945442977087699,0.127443900782231,-,0.255,0.034033973,0.0357,0.56,68.6,1,0.125,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,MARK3,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
C3orf84,2.53e-07,chromosome 3 open reading frame 84,+-+,Not_Available,Not_Available,0.12782340862423,0.849247091033539,+,0.256,0.158126890433252,0.0357,0.56,68.8,1,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,C3orf84,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
PAX6,1.67e-09,paired box 6,+++,------,---+,0.840945675560424,0.128861617242441,-,0.258,0.002175936,0.0357,0.56,69.3,1,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PAX6,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
OR12D3,1.2e-09,olfactory receptor family 12 subfamily D member 3,+++,Not_Available,Filtered_Out,0.129762719598449,0.953912845083276,+,0.26,0.166485823821908,0.0357,0.56,69.8,1,0.0523,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,OR12D3,Gene detected; No expression measured,Not_Available,Gene detected; No expression measured,Not_Available
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,+++,++++++,Filtered_Out,0.129924242032958,0.993443676693606,+,0.26,0.077200373,0.0357,0.56,69.9,1,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZSCAN9,Not_Available,Not_Available,Not_Available,Not_Available
ASXL3,2.06e-06,ASXL transcriptional regulator 3,--+,+++--+,--++,0.130858594173972,0.933622755373651,+,0.262,0.008650411,0.0357,0.56,70.4,1,0.787,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,ASXL3,Cholinergic and monoaminergic neurons,2.93661225160883,Peripheral sensory non-peptidergic neurons,3.94108342751378
IGSF6,1.56e-09,immunoglobulin superfamily member 6,-++,++++++,Filtered_Out,0.134543395021744,0.9129339216486,+,0.269,0.0500258425781595,0.0357,0.56,72.4,1,0.904,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,IGSF6,Perivascular macrophages,5.21106831203813,Perivascular macrophages,5.69320947447033
RHOA,7.1e-07,ras homolog family member A,++-,++-+++,++-+,0.136206115149759,0.958753063695554,+,0.272,0.005285861,0.0357,0.56,73.3,1,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,RHOA,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
PCDHA1,5.44e-08,protocadherin alpha 1,---,----+-,Not_Available,0.974462687872364,0.136993804178361,-,0.274,0.09718751,0.0357,0.56,73.7,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,PCDHA1,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
PCDHA6,6.79e-07,protocadherin alpha 6,+-+,------,Filtered_Out,0.91915163972129,0.138779622720908,-,0.278,0.132236093836804,0.0357,0.56,74.7,1,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PCDHA6,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
FAM172A,7.75e-10,family with sequence similarity 172 member A,--+,+-+-+-,Not_Available,0.918255256765824,0.139753104538701,-,0.28,0.0903829547824379,0.0357,0.56,75.2,1,0.505,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,FAM172A,Oligodendrocytes,2.54488343707848,Peripheral sensory non-peptidergic neurons,2.68221919989064
TCAIM,1.4e-07,"T cell activation inhibitor, mitochondrial",+-+,++--++,-+-+,0.824944285644403,0.144163566910514,-,0.288,0.0185238742379788,0.0357,0.56,77.6,1,0.608,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,TCAIM,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
SGCZ,9.76e-10,sarcoglycan zeta,+-+,++++++,Filtered_Out,0.145022879303515,0.781461580738281,+,0.29,0.003670155,0.0357,0.56,78,1,0.271,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,ventromedial hypothalamic nucleus < tuberal region,SGCZ,Cholinergic and monoaminergic neurons,3.49288894731675,Enteric neurons,2.99594245710222
TYR,6.97e-09,tyrosinase,-++,Not_Available,Filtered_Out,0.150296600501939,0.779260780287474,+,0.301,0.0880713411134,0.0357,0.56,80.9,1,0.504,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,TYR,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,+++,++++++,Filtered_Out,0.153212558293871,0.962148382457452,+,0.306,0.01036763,0.0357,0.56,82.4,1,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,HIST1H2BF,Ependymal cells,4.14563948842201,Ependymal cells,3.28000311007773
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,+--,----++,Filtered_Out,0.728296781687046,0.154539734945626,-,0.309,0.016788057,0.0357,0.56,83.1,1,0.761,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,PQLC2L,Not_Available,Not_Available,Not_Available,Not_Available
CCDC36,6.57e-07,coiled-coil domain containing 36,+++,-+-++-,Filtered_Out,0.154721279960134,0.778055028782416,+,0.309,0.043414667,0.0357,0.56,83.2,1,0.054,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,CCDC36,Spinal cord inhibitory neurons,2.74744604977119,Spinal cord inhibitory neurons,2.89073800123078
PLA2R1,3.98e-07,phospholipase A2 receptor 1,-++,+++-++,Filtered_Out,0.155085610769627,0.900272707016684,+,0.31,0.05886881,0.0357,0.56,83.4,1,0.687,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PLA2R1,Vascular smooth muscle cells,4.20559977089751,Vascular smooth muscle cells,3.97582009590131
MIER1,2.62e-06,MIER1 transcriptional regulator,-+-,----+-,Filtered_Out,0.920171636435013,0.155117724515317,-,0.31,0.024035521,0.0357,0.56,83.5,1,0.398,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,MIER1,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
CRB1,2.5e-07,crumbs cell polarity complex component 1,--+,----+-,+-++,0.831688103646708,0.160267948887015,-,0.321,0.000989607,0.0357,0.56,86.2,1,0.623,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,CRB1,Cholinergic and monoaminergic neurons,4.97477673825537,Cholinergic and monoaminergic neurons,5.4162160540302
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,--+,+-+++-,++-+,0.162651258819589,0.373924768401009,+,0.325,0.009869007,0.0357,0.56,87.5,1,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,ZKSCAN4,Not_Available,Not_Available,Not_Available,Not_Available
ELAVL2,9e-08,ELAV like RNA binding protein 2,+++,--+---,+--+,0.355322723575651,0.167285942678866,-,0.335,0.000581273,0.0357,0.56,90,1,0.926,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,ELAVL2,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
BAZ2B,1.32e-07,bromodomain adjacent to zinc finger domain 2B,-+-,+---++,+---,0.771601034450724,0.167293587763774,-,0.335,0.013601592,0.0357,0.56,90,1,0.588,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,BAZ2B,Cholinergic and monoaminergic neurons,3.00542632558325,Enteric neurons,3.13509874745176
ACTL8,6.06e-07,actin like 8,+--,Not_Available,Filtered_Out,0.807266712297513,0.168491900524755,-,0.337,0.1483415378188,0.0357,0.56,90.6,1,0.466,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,ACTL8,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA7,2.25e-06,protocadherin alpha 7,+++,--+-++,Not_Available,0.16870819733377,0.591680307373935,+,0.337,0.045500336,0.0357,0.56,90.8,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,PCDHA7,Hindbrain neurons,3.15661431335586,Hindbrain neurons,3.45083045485666
ZFHX4,5.27e-09,zinc finger homeobox 4,---,----++,++++,0.673134739873016,0.17159541608187,-,0.343,0.074428464,0.0357,0.56,92.3,1,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,ZFHX4,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
CELF2,7.52e-08,CUGBP Elav-like family member 2,+-+,------,--+-,0.591217589442072,0.173844330072889,-,0.348,0.016642978,0.0357,0.56,93.5,1,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,CELF2,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
CCS,2.3e-06,copper chaperone for superoxide dismutase,-+-,++++++,+++-,0.176189492127768,0.863341185347179,+,0.352,0.014563279,0.0357,0.56,94.8,1,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,CCS,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
BCHE,2.39e-07,butyrylcholinesterase,---,----+-,++++,0.669452202798457,0.177160634152349,-,0.354,0.048583667,0.0357,0.56,95.3,1,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,BCHE,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
STK19,7.06e-07,serine/threonine kinase 19,-+-,-+-++-,+-++,0.178121741375989,0.779464406137488,+,0.356,0.026934644,0.0357,0.56,95.8,1,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,STK19,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
EYS,1.32e-06,eyes shut homolog,-++,+++---,Not_Available,0.178636528265868,0.925936935797587,+,0.357,0.063425252,0.0357,0.56,96.1,1,0.00999,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,EYS,Not_Available,Not_Available,Not_Available,Not_Available
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,--+,------,--++,0.7938458531924,0.186138842115573,-,0.372,0.037415407,0.0357,0.56,100,1,0.823,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,SGIP1,Cholinergic and monoaminergic neurons,2.60562290254158,Enteric neurons,3.3600428279968
CTTNBP2,1.26e-07,cortactin binding protein 2,--+,----++,+++-,0.609209701891404,0.186750390410954,-,0.374,0.117312079,0.0357,0.56,100,1,0.808,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,CTTNBP2,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
ACVR1B,5.28e-07,activin A receptor type 1B,+-+,--++++,+---,0.189417372254131,0.258690359806002,+,0.379,0.0187723485858882,0.0357,0.56,102,1,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,ACVR1B,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
PRR34,5.59e-08,PRR34 long non-coding RNA,-+-,+-+++-,Filtered_Out,0.847475807668137,0.19617801394844,-,0.392,0.101868948816345,0.0357,0.56,106,1,0.233,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,PRR34,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,-+-,++++++,Filtered_Out,0.196618807571588,0.499648712119546,+,0.393,0.005129735,0.0357,0.56,106,1,0.121,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,HIST1H2BN,Non-glutamatergic neuroblasts,4.20253334705021,Non-glutamatergic neuroblasts,4.23101334443968
PMFBP1,3.65e-07,polyamine modulated factor 1 binding protein 1,-++,+--+++,Filtered_Out,0.266279730025156,0.197179160458178,-,0.394,0.0269467467119905,0.0357,0.56,106,1,0.356,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,PMFBP1,Cholinergic and monoaminergic neurons,3.63211686499626,Peripheral sensory neurofilament neurons,5.32364599048966
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,+-+,++--++,++++,0.199264819991239,0.899925166911005,+,0.399,0.074102434,0.0357,0.56,107,1,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,ANKS1B,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
CHMP3,4e-07,charged multivesicular body protein 3,+-+,+++++-,-+++,0.2026317187094,0.94344772644194,+,0.405,0.059323219,0.0357,0.56,109,1,Not_Available,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,CHMP3,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
VPS41,1.94e-06,VPS41 subunit of HOPS complex,+-+,--+---,++-+,0.204957264648727,0.309190703459976,+,0.41,0.005660112,0.0357,0.56,110,1,0.376,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,VPS41,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,---,++++++,++++,0.205530688140843,0.943604152073683,+,0.411,0.110438212,0.0357,0.56,111,1,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,ZCCHC7,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,+-+,++---+,+---,0.793153572763018,0.206280616914776,-,0.413,0.030551685,0.0357,0.56,111,1,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,INPP4B,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
PSEN2,2.68e-06,presenilin 2,++-,+++++-,---+,0.208397070532731,0.779311358447102,+,0.417,0.0177102799641386,0.0357,0.56,112,1,0.438,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,PSEN2,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
MEGF11,1.78e-10,multiple EGF like domains 11,--+,++--+-,Filtered_Out,0.754514843453178,0.213765894143719,-,0.428,0.016479933,0.0357,0.56,115,1,0.84,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,MEGF11,Oligodendrocyte precursor cells,2.9008516052024,Oligodendrocyte precursor cells,3.17340914325478
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,+++,--+-++,----,0.215430935821522,0.409310337044992,+,0.431,0.029981835,0.0357,0.56,116,1,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,RHOBTB1,Pericytes,3.6627217371282,Pericytes,3.79887133588337
CNTNAP5,3.89e-09,contactin associated protein like 5,--+,++++++,Filtered_Out,0.215643075298109,0.873410914533072,+,0.431,0.046032215,0.0357,0.56,116,1,0.391,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,CNTNAP5,Hindbrain neurons,2.25336886161404,Enteric neurons,2.75891103538495
NEGR1,3.55e-15,neuronal growth regulator 1,+-+,--+---,++-+,0.217097881184083,0.292331337948872,+,0.434,0.020836517,0.0357,0.56,117,1,0.974,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,NEGR1,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
PRR16,1.19e-06,proline rich 16,+--,-----+,Filtered_Out,0.608617812930314,0.218602783693841,-,0.437,0.126012700037534,0.0357,0.56,118,1,0.87,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PRR16,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
CAMKK2,1.88e-06,calcium/calmodulin dependent protein kinase kinase 2,+--,++++++,----,0.407275416002045,0.218832769591938,-,0.438,0.036785527,0.0357,0.56,118,1,0.565,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,CAMKK2,Telencephalon projecting excitatory neurons,4.55248354135044,Telencephalon projecting excitatory neurons,4.56797675895
BAD,1.35e-06,BCL2 associated agonist of cell death,++-,-+++-+,----,0.245052751620673,0.22155897871134,-,0.443,0.001132037,0.0357,0.56,119,1,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,BAD,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
RPS6KL1,1.01e-07,ribosomal protein S6 kinase like 1,++-,++++++,+-+-,0.223799811630858,0.612453504990452,+,0.448,0.008210583,0.0357,0.56,120,1,0.242,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,RPS6KL1,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,-+-,---+--,----,0.952852443286953,0.227238352725134,-,0.454,0.159992416,0.0357,0.56,122,1,0.845,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,BTN3A2,Not_Available,Not_Available,Not_Available,Not_Available
LRP1B,2.73e-09,LDL receptor related protein 1B,--+,--+--+,+++-,0.690442768091289,0.228618246934115,-,0.457,0.077533801,0.0357,0.56,123,1,0.865,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,LRP1B,Dentate gyrus granule neurons,2.87143582823708,Dentate gyrus granule neurons,3.14664401885536
MOB4,6.09e-07,"MOB family member 4, phocein",+-+,------,Not_Available,0.903708137480283,0.233190906315839,-,0.466,0.105183454083615,0.0357,0.56,125,1,Not_Available,medial geniculate complex,medial geniculate complex <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,medial geniculate complex < dorsal thalamus,MOB4,Cholinergic and monoaminergic neurons,3.75319945850413,Sympathetic noradrenergic neurons,2.82015204088842
SF3B1,1.78e-08,splicing factor 3b subunit 1,--+,+---+-,++-+,0.603105781913452,0.233366810638035,-,0.467,0.0424044929115169,0.0357,0.56,126,1,0.542,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,SF3B1,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
MR1,6.25e-08,"major histocompatibility complex, class I-related",+++,------,-+++,0.258792966718266,0.237160931119465,-,0.474,0.03727316,0.0357,0.56,128,1,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,MR1,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
GINM1,2.54e-06,glycoprotein integral membrane 1,-+-,+-----,++-+,0.239814844980114,0.282727937903745,+,0.48,0.048364513,0.0357,0.56,129,1,0.416,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,GINM1,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
PRSS16,6.41e-09,serine protease 16,+--,Missing_P_Values,Filtered_Out,0.241615331964408,0.398756559434177,+,0.483,0.0822946267014518,0.0357,0.56,130,1,0.734,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,PRSS16,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
ERBB4,1.29e-13,erb-b2 receptor tyrosine kinase 4,+-+,++---+,++--,0.464126366953112,0.243190252291753,-,0.486,0.04356264,0.0357,0.56,131,1,0.894,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,ERBB4,Telencephalon inhibitory interneurons,4.38370811436805,Telencephalon inhibitory interneurons,4.76943202691819
PLCL1,7.79e-07,phospholipase C like 1 (inactive),---,-----+,---+,0.94468573342047,0.243661170838964,-,0.487,0.164113179,0.0357,0.56,131,1,0.831,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,PLCL1,Oligodendrocytes,3.74231229931164,Oligodendrocytes,3.5006278468572
VRK2,9.97e-09,VRK serine/threonine kinase 2,-+-,---+++,++-+,0.284078560326909,0.245575362697814,-,0.491,0.0451750660961976,0.0357,0.56,132,1,0.546,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,VRK2,Microglia,3.92241044956466,Microglia,4.24111531018962
